osm_id;ags;ort;plz;landkreis;bundesland;Struktur;Lage;avg_preis;KontextLabel
2012367;3462013;Schweindorf;26556;Landkreis Wittmund;Niedersachsen;ländlich;sehr peripher ;2100;ländlichsehr peripher 
2012368;3462016;Utarp;26556;Landkreis Wittmund;Niedersachsen;ländlich;sehr peripher ;2100;ländlichsehr peripher 
2012369;3462018;Westerholt;26556;Landkreis Wittmund;Niedersachsen;ländlich;sehr peripher ;2100;ländlichsehr peripher 
897895;3452013;Juist;26571;Landkreis Aurich;Niedersachsen;ländlich;sehr peripher ;7000;ländlichsehr peripher 
897893;3452002;Baltrum;26579;Landkreis Aurich;Niedersachsen;ländlich;sehr peripher ;4000;ländlichsehr peripher 
898628;3452001;Aurich;26603;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2400;teilweise städtischperipher 
898628;3452001;Aurich;26605;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2400;teilweise städtischperipher 
898628;3452001;Aurich;26607;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2400;teilweise städtischperipher 
898634;3452023;Südbrookmerland;26624;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2000;teilweise städtischperipher 
898634;3452023;Südbrookmerland;26625;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2000;teilweise städtischperipher 
898632;3452006;Großefehn;26629;Landkreis Aurich;Niedersachsen;ländlich;peripher ;2350;ländlichperipher 
898633;3452012;Ihlow;26632;Landkreis Aurich;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
898631;3452025;Wiesmoor;26639;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;2200;teilweise städtischperipher 
1187357;3451007;Westerstede;26655;Landkreis Ammerland;Niedersachsen;teilweise städtisch;zentral ;2250;teilweise städtischzentral 
1187438;3457020;Uplengen;26670;Landkreis Leer;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
1109688;3453001;Barßel;26676;Landkreis Cloppenburg;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1109692;3453013;Saterland - Seelterlound;26683;Landkreis Cloppenburg;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
1187347;3451001;Apen;26689;Landkreis Ammerland;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
62562;3402000;Emden;26721;;Niedersachsen;überwiegend städtisch;peripher ;2150;überwiegend städtischperipher 
62562;3402000;Emden;26723;;Niedersachsen;überwiegend städtisch;peripher ;2150;überwiegend städtischperipher 
62562;3402000;Emden;26725;;Niedersachsen;überwiegend städtisch;peripher ;2150;überwiegend städtischperipher 
898636;3452014;Krummhörn;26736;Landkreis Aurich;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
932092;3457002;Borkum;26757;Landkreis Leer;Niedersachsen;teilweise städtisch;sehr peripher ;4600;teilweise städtischsehr peripher 
898635;3452011;Hinte;26759;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;1800;teilweise städtischperipher 
898634;3452023;Südbrookmerland;26759;Landkreis Aurich;Niedersachsen;teilweise städtisch;peripher ;1800;teilweise städtischperipher 
1106875;3457013;Leer;26789;Landkreis Leer;Niedersachsen;überwiegend städtisch;zentral ;2450;überwiegend städtischzentral 
1187825;3457014;Moormerland;26802;Landkreis Leer;Niedersachsen;teilweise städtisch;zentral ;2100;teilweise städtischzentral 
1470259;3457022;Westoverledingen;26810;Landkreis Leer;Niedersachsen;teilweise städtisch;peripher ;2050;teilweise städtischperipher 
1470260;3457018;Rhauderfehn;26817;Landkreis Leer;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
1255862;3457021;Weener;26824;Landkreis Leer;Niedersachsen;teilweise städtisch;peripher ;1700;teilweise städtischperipher 
1255862;3457021;Weener;26826;Landkreis Leer;Niedersachsen;teilweise städtisch;peripher ;1700;teilweise städtischperipher 
1255784;3457024;Bunde;26831;Landkreis Leer;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
2012928;3457003;Brinkum;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
2012929;3457009;Firrel;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
2012930;3457010;Hesel;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
2012931;3457011;Holtland;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
2012932;3457015;Neukamperfehn;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
2012933;3457019;Schwerinsdorf;26835;Landkreis Leer;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
1470258;3457017;Ostrhauderfehn;26842;Landkreis Leer;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
1255860;3457012;Jemgum;26844;Landkreis Leer;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1187428;3457016;Nortmoor;26845;Landkreis Leer;Niedersachsen;ländlich;peripher ;2450;ländlichperipher 
1187426;3457006;Detern;26847;Landkreis Leer;Niedersachsen;ländlich;peripher ;1750;ländlichperipher 
1187427;3457008;Filsum;26849;Landkreis Leer;Niedersachsen;ländlich;peripher ;1800;ländlichperipher 
1080035;3454041;Papenburg;26871;Landkreis Emsland;Niedersachsen;überwiegend städtisch;peripher ;2300;überwiegend städtischperipher 
2007906;3454008;Dörpen;26892;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
2007900;3454020;Heede;26892;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
2007907;3454025;Kluse;26892;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
2007901;3454030;Lehe;26892;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
2007908;3454060;Wippingen;26892;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
2007737;3454004;Bockhorst;26897;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1474252;3454006;Breddenberg;26897;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
2007738;3454011;Esterwegen;26897;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
2007739;3454022;Hilkenbrook;26897;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1470261;3454044;Rhede (Ems);26899;Landkreis Emsland;Niedersachsen;ländlich;peripher ;3100;ländlichperipher 
2007764;3454033;Lorup;26901;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1750;ländlichperipher 
2007765;3454042;Rastdorf;26901;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1750;ländlichperipher 
1474251;3454051;Surwold;26903;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1474267;3454005;Börger;26904;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1474193;3454007;Dersum;26906;Landkreis Emsland;Niedersachsen;ländlich;peripher ;1150;ländlichperipher 
1474192;3454056;Walchum;26907;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2800;ländlichperipher 
1474205;3454037;Neubörger;26909;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
1474207;3454038;Neulehe;26909;Landkreis Emsland;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
532834;3461002;Brake;26919;Landkreis Wesermarsch;Niedersachsen;überwiegend städtisch;peripher ;1950;überwiegend städtischperipher 
532790;3461004;Elsfleth;26931;Landkreis Wesermarsch;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
548644;3461009;Stadland;26935;Landkreis Wesermarsch;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
548644;3461009;Stadland;26936;Landkreis Wesermarsch;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
548644;3461009;Stadland;26937;Landkreis Wesermarsch;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
532793;3461008;Ovelgönne;26939;Landkreis Wesermarsch;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
548617;3461007;Nordenham;26954;Landkreis Wesermarsch;Niedersachsen;überwiegend städtisch;peripher ;1750;überwiegend städtischperipher 
548618;3461003;Butjadingen;26969;Landkreis Wesermarsch;Niedersachsen;ländlich;sehr peripher ;2150;ländlichsehr peripher 
1461189;3251007;Bassum;27211;Landkreis Diepholz;Niedersachsen;teilweise städtisch;peripher ;2250;teilweise städtischperipher 
1250475;3251040;Sulingen;27232;Landkreis Diepholz;Niedersachsen;teilweise städtisch;peripher ;1800;teilweise städtischperipher 
1461201;3251042;Twistringen;27239;Landkreis Diepholz;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
2012317;3458001;Beckeln;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012318;3458002;Colnrade;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012319;3458004;Dünsen;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012320;3458006;Groß Ippener;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012321;3458008;Harpstedt;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012322;3458011;Kirchseelte;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012323;3458012;Prinzhöfte;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
2012324;3458015;Winkelsett;27243;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2150;ländlichzentral 
1675310;3251003;Bahrenborstel;27245;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
1675311;3251004;Barenburg;27245;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
1675313;3251021;Kirchdorf;27245;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
1461190;3251008;Borstel;27246;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2000;ländlichperipher 
1461198;3251015;Ehrenburg;27248;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
2014017;3251024;Maasen;27249;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
2014018;3251027;Mellinghausen;27249;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
1461194;3251028;Neuenkirchen;27251;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1461195;3251031;Scholen;27251;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1461196;3251032;Schwaförden;27252;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1700;ländlichperipher 
2014019;3251034;Siedenburg;27254;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1450;ländlichperipher 
1461191;3251035;Staffhorst;27254;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1450;ländlichperipher 
1992924;3251001;Affinghausen;27257;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
1461202;3251038;Sudwalde;27257;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
1675312;3251018;Freistatt;27259;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
1675314;3251043;Varrel;27259;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
1675315;3251045;Wehrbleck;27259;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
1183486;3361012;Verden (Aller);27283;Landkreis Verden;Niedersachsen;überwiegend städtisch;zentral ;2550;überwiegend städtischzentral 
1183487;3361006;Langwedel;27299;Landkreis Verden;Niedersachsen;überwiegend städtisch;zentral ;2600;überwiegend städtischzentral 
1461200;3251049;Bruchhausen-Vilsen;27305;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
1182705;3361005;Kirchlinteln;27308;Landkreis Verden;Niedersachsen;ländlich;zentral ;2000;ländlichzentral 
1182604;3361003;Dörverden;27313;Landkreis Verden;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
2014321;3256013;Hilgermissen;27318;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
2014322;3256014;Hoya;27318;Landkreis Nienburg/Weser;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
2014323;3256015;Hoyerhagen;27318;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1292743;3361004;Emtinghausen;27321;Landkreis Verden;Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1292742;3361013;Thedinghausen;27321;Landkreis Verden;Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
2014297;3256007;Eystrup;27324;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1183243;3256008;Gandesbergen;27324;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
2014324;3256009;Hämelhausen;27324;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
2014320;3256010;Hassel (Weser);27324;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1183255;3256028;Schweringen;27324;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1182392;3251026;Martfeld;27327;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
2013996;3251033;Schwarme;27327;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1461193;3251002;Asendorf;27330;Landkreis Diepholz;Niedersachsen;ländlich;peripher ;1500;ländlichperipher 
1183271;3256003;Bücken;27333;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1183255;3256028;Schweringen;27333;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1183249;3256035;Warpe;27333;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1799472;3358009;Frankenfeld;27336;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
1799473;3358013;Häuslingen;27336;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
1799474;3358018;Rethem (Aller);27336;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
1182293;3361002;Blender;27337;Landkreis Verden;Niedersachsen;ländlich;zentral ;2250;ländlichzentral 
1182271;3361010;Riede;27339;Landkreis Verden;Niedersachsen;ländlich;zentral ;2500;ländlichzentral 
357187;3357039;Rotenburg;27342;Landkreis Rotenburg (Wümme);Niedersachsen;teilweise städtisch;peripher ;2800;teilweise städtischperipher 
357187;3357039;Rotenburg;27356;Landkreis Rotenburg (Wümme);Niedersachsen;teilweise städtisch;peripher ;2800;teilweise städtischperipher 
965596;3357001;Ahausen;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965598;3357005;Bötersen;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965592;3357020;Hassendorf;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965611;3357022;Hellwege;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965595;3357028;Horstedt;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965605;3357037;Reeßum;27367;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
965603;3357045;Sottrum;27367;Landkreis Rotenburg (Wümme);Niedersachsen;teilweise städtisch;zentral ;2650;teilweise städtischzentral 
965606;3357051;Visselhövede;27374;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
357189;3357041;Scheeßel;27383;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
965602;3357006;Bothel;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
965590;3357009;Brockel;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
965600;3357024;Hemsbünde;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
965594;3357025;Hemslingen;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
965608;3357031;Kirchwalsede;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
965601;3357054;Westerwalsede;27386;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
357073;3357015;Fintel;27389;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
357094;3357023;Helvesiek;27389;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
357090;3357033;Lauenbrück;27389;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
357987;3357046;Stemmen;27389;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
357091;3357049;Vahlde;27389;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
1079017;3357013;Elsdorf;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
965591;3357018;Gyhum;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1079014;3357021;Heeslingen;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1023214;3357036;Ostereistedt;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1022895;3357038;Rhade;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1079030;3357042;Seedorf;27404;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
965599;3357057;Zeven;27404;Landkreis Rotenburg (Wümme);Niedersachsen;teilweise städtisch;peripher ;2500;teilweise städtischperipher 
1022857;3357007;Breddorf;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965607;3357010;Bülstedt;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1022855;3357026;Hepstedt;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965610;3357030;Kirchtimke;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965609;3357047;Tarmstedt;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965597;3357052;Vorwerk;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965593;3357053;Westertimke;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
965604;3357055;Wilstedt;27412;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1079022;3357017;Groß Meckelsen;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079013;3357019;Hamersen;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079027;3357029;Kalbe;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079026;3357032;Klein Meckelsen;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079018;3357034;Lengenbostel;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079028;3357044;Sittensen;27419;Landkreis Rotenburg (Wümme);Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
1079023;3357048;Tiste;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079029;3357050;Vierden;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079011;3357056;Wohnste;27419;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;zentral ;2650;ländlichzentral 
1079020;3357002;Alfstedt;27432;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;sehr peripher ;200;ländlichsehr peripher 
1079025;3357004;Basdahl;27432;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;sehr peripher ;2200;ländlichsehr peripher 
383050;3357008;Bremervörde;27432;Landkreis Rotenburg (Wümme);Niedersachsen;teilweise städtisch;peripher ;2200;teilweise städtischperipher 
1079024;3357012;Ebersdorf;27432;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;sehr peripher ;2200;ländlichsehr peripher 
1079015;3357027;Hipstedt;27432;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;sehr peripher ;2200;ländlichsehr peripher 
1079021;3357035;Oerel;27432;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;sehr peripher ;2200;ländlichsehr peripher 
1050510;3357016;Gnarrenburg;27442;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;1800;ländlichperipher 
1079012;3357003;Anderlingen;27446;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1079019;3357011;Deinstedt;27446;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1079016;3357014;Farven;27446;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1023212;3357040;Sandbostel;27446;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1023213;3357043;Selsingen;27446;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
445805;3359031;Kutenholz;27449;Landkreis Stade;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1518688;3352011;Cuxhaven;27472;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;peripher ;2550;teilweise städtischperipher 
1518688;3352011;Cuxhaven;27474;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;peripher ;2550;teilweise städtischperipher 
1518688;3352011;Cuxhaven;27476;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;peripher ;2550;teilweise städtischperipher 
1518688;3352011;Cuxhaven;27478;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;peripher ;2550;teilweise städtischperipher 
4447298;3352062;Geestland;27607;Landkreis Cuxhaven;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1161995;3352032;Loxstedt;27612;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;zentral ;1900;teilweise städtischzentral 
2012142;3352059;Beverstedt;27616;Landkreis Cuxhaven;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
2083536;3352050;Schiffdorf;27619;Landkreis Cuxhaven;Niedersachsen;teilweise städtisch;peripher ;2150;teilweise städtischperipher 
4447298;3352062;Geestland;27624;Landkreis Cuxhaven;Niedersachsen;ländlich;peripher ;2250;ländlichperipher 
1161863;3352060;Hagen im Bremischen;27628;Landkreis Cuxhaven;Niedersachsen;ländlich;peripher ;2800;ländlichperipher 
4447299;3352061;Wurster Nordseeküste;27632;Landkreis Cuxhaven;Niedersachsen;ländlich;sehr peripher ;2350;ländlichsehr peripher 
4447299;3352061;Wurster Nordseeküste;27637;Landkreis Cuxhaven;Niedersachsen;ländlich;sehr peripher ;2350;ländlichsehr peripher 
4447299;3352061;Wurster Nordseeküste;27639;Landkreis Cuxhaven;Niedersachsen;ländlich;sehr peripher ;2350;ländlichsehr peripher 
188238;3356007;Osterholz-Scharmbeck;27711;Landkreis Osterholz;Niedersachsen;teilweise städtisch;zentral ;2600;teilweise städtischzentral 
423193;3356008;Ritterhude;27721;Landkreis Osterholz;Niedersachsen;überwiegend städtisch;zentral ;2850;überwiegend städtischzentral 
1022857;3357007;Breddorf;27726;Landkreis Rotenburg (Wümme);Niedersachsen;ländlich;peripher ;2850;ländlichperipher 
423194;3356011;Worpswede;27726;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2850;ländlichperipher 
904552;3356001;Axstedt;27729;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
904476;3356003;Hambergen;27729;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
904474;3356004;Holste;27729;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
904551;3356006;Lübberstedt;27729;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
904475;3356010;Vollersode;27729;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
62414;3401000;Delmenhorst;27749;;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
62414;3401000;Delmenhorst;27751;;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
62414;3401000;Delmenhorst;27753;;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
62414;3401000;Delmenhorst;27755;;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
539258;3458005;Ganderkesee;27777;Landkreis Oldenburg;Niedersachsen;überwiegend städtisch;zentral ;2600;überwiegend städtischzentral 
1187315;3458014;Wildeshausen;27793;Landkreis Oldenburg;Niedersachsen;teilweise städtisch;zentral ;2950;teilweise städtischzentral 
1185608;3458010;Hude (Oldenburg);27798;Landkreis Oldenburg;Niedersachsen;teilweise städtisch;zentral ;3000;teilweise städtischzentral 
1187317;3458003;Dötlingen;27801;Landkreis Oldenburg;Niedersachsen;ländlich;zentral ;2500;ländlichzentral 
532787;3461001;Berne;27804;Landkreis Wesermarsch;Niedersachsen;teilweise städtisch;peripher ;1750;teilweise städtischperipher 
532786;3461006;Lemwerder;27809;Landkreis Wesermarsch;Niedersachsen;teilweise städtisch;peripher ;2500;teilweise städtischperipher 
423196;3356009;Schwanewede;28790;Landkreis Osterholz;Niedersachsen;teilweise städtisch;zentral ;2600;teilweise städtischzentral 
20681;3251037;Stuhr;28816;Landkreis Diepholz;Niedersachsen;überwiegend städtisch;sehr zentral ;3000;überwiegend städtischsehr zentral 
1182036;3361001;Achim;28832;Landkreis Verden;Niedersachsen;überwiegend städtisch;zentral ;2950;überwiegend städtischzentral 
1182036;3361001;Achim;28833;Landkreis Verden;Niedersachsen;überwiegend städtisch;zentral ;2950;überwiegend städtischzentral 
20101;3251047;Weyhe;28844;Landkreis Diepholz;Niedersachsen;überwiegend städtisch;zentral ;3000;überwiegend städtischzentral 
20680;3251041;Syke;28857;Landkreis Diepholz;Niedersachsen;teilweise städtisch;zentral ;2750;teilweise städtischzentral 
423195;3356005;Lilienthal;28865;Landkreis Osterholz;Niedersachsen;überwiegend städtisch;zentral ;3100;überwiegend städtischzentral 
1182035;3361008;Ottersberg;28870;Landkreis Verden;Niedersachsen;ländlich;zentral ;2500;ländlichzentral 
1182034;3361009;Oyten;28876;Landkreis Verden;Niedersachsen;teilweise städtisch;zentral ;3050;teilweise städtischzentral 
